sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,cu_pct,mo_pct,au_gt
PN-C01-001-A0027,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,52.000000000,54.000000000,2.000000000,0.027916929,0.000000000,0.000000000
PN-C01-001-A0028,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,54.000000000,56.000000000,2.000000000,0.031990321,0.000000000,0.000000000
PN-C01-001-A0029,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,56.000000000,58.000000000,2.000000000,0.033126756,0.000000000,0.000000000
PN-C01-001-A0030,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,58.000000000,60.000000000,2.000000000,0.026680334,0.000000000,0.000000000
PN-C01-001-A0031,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,60.000000000,62.000000000,2.000000000,0.034944371,0.000000000,0.000000000
PN-C01-001-A0032,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,62.000000000,64.000000000,2.000000000,0.033665489,0.000000000,0.000000000
PN-C01-001-A0033,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,64.000000000,66.000000000,2.000000000,0.034564226,0.000000000,0.000000000
PN-C01-001-A0034,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,66.000000000,68.000000000,2.000000000,0.036020901,0.000000000,0.000000000
PN-C01-001-A0035,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,68.000000000,70.000000000,2.000000000,0.036517391,0.000000000,0.000000000
PN-C01-001-A0036,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,70.000000000,72.000000000,2.000000000,0.031829262,0.000000000,0.000000000
PN-C01-001-A0037,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,72.000000000,74.000000000,2.000000000,0.034195575,0.000000000,0.000000000
PN-C01-001-A0038,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,74.000000000,76.000000000,2.000000000,0.032957183,0.000000000,0.000000000
PN-C01-001-A0039,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,76.000000000,78.000000000,2.000000000,0.036712630,0.000000000,0.000000000
PN-C01-001-A0040,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,78.000000000,80.000000000,2.000000000,0.037601653,0.000000000,0.000000000
PN-C01-001-A0041,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,80.000000000,82.000000000,2.000000000,0.036114587,0.000000000,0.000000000
PN-C01-001-A0042,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,82.000000000,84.000000000,2.000000000,0.036419767,0.000000000,0.000000000
PN-C01-001-A0043,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,84.000000000,86.000000000,2.000000000,0.038314649,0.000000000,0.000000000
PN-C01-001-A0044,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,86.000000000,88.000000000,2.000000000,0.036635985,0.000000000,0.000000000
PN-C01-001-A0045,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,88.000000000,90.000000000,2.000000000,0.038793852,0.000000000,0.000000000
PN-C01-001-A0046,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,90.000000000,92.000000000,2.000000000,0.040197261,0.000000000,0.000000000
PN-C01-001-A0047,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,92.000000000,94.000000000,2.000000000,0.038214797,0.000000000,0.000000000
PN-C01-001-A0048,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,94.000000000,96.000000000,2.000000000,0.038116281,0.000000000,0.000000000
PN-C01-001-A0049,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,96.000000000,98.000000000,2.000000000,0.041212661,0.000000000,0.000000000
PN-C01-001-A0050,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,98.000000000,100.000000000,2.000000000,0.040176563,0.000000000,0.000000000
PN-C01-001-A0051,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,100.000000000,102.000000000,2.000000000,0.040122188,0.000000000,0.000000000
PN-C01-001-A0052,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,102.000000000,104.000000000,2.000000000,0.039859399,0.000000000,0.000000000
PN-C01-001-A0053,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,104.000000000,106.000000000,2.000000000,0.040067140,0.000000000,0.000000000
PN-C01-001-A0054,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,106.000000000,108.000000000,2.000000000,0.041342033,0.000000000,0.000000000
PN-C01-001-A0055,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,108.000000000,110.000000000,2.000000000,0.035485976,0.000000000,0.000000000
PN-C01-001-A0056,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,110.000000000,112.000000000,2.000000000,0.039352999,0.000000000,0.000000000
PN-C01-001-A0057,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,112.000000000,114.000000000,2.000000000,0.042317028,0.000000000,0.000000000
PN-C01-001-A0058,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,114.000000000,116.000000000,2.000000000,0.044978211,0.000000000,0.000000000
PN-C01-001-A0059,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,116.000000000,118.000000000,2.000000000,0.044849496,0.000000000,0.000000000
PN-C01-001-A0060,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,118.000000000,120.000000000,2.000000000,0.043060270,0.000000000,0.000000000
PN-C01-001-A0061,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,120.000000000,122.000000000,2.000000000,0.041462140,0.000000000,0.000000000
PN-C01-001-A0062,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,122.000000000,124.000000000,2.000000000,0.041623094,0.000000000,0.000000000
PN-C01-001-A0063,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,124.000000000,126.000000000,2.000000000,0.042551843,0.000000000,0.000000000
PN-C01-001-A0064,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,126.000000000,128.000000000,2.000000000,0.041577171,0.000000000,0.000000000
PN-C01-001-A0065,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,128.000000000,130.000000000,2.000000000,0.045837164,0.000000000,0.000000000
PN-C01-001-A0066,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,130.000000000,132.000000000,2.000000000,0.044151266,0.000000000,0.000000000
PN-C01-001-A0067,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,132.000000000,134.000000000,2.000000000,0.045590222,0.000000000,0.000000000
PN-C01-001-A0068,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,134.000000000,136.000000000,2.000000000,0.038381110,0.000000000,0.000000000
PN-C01-001-A0069,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,136.000000000,138.000000000,2.000000000,0.047716330,0.000000000,0.000000000
PN-C01-001-A0070,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,138.000000000,140.000000000,2.000000000,0.040498219,0.000000000,0.000000000
PN-C01-001-A0071,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,140.000000000,142.000000000,2.000000000,0.044634341,0.000000000,0.000000000
PN-C01-001-A0072,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,142.000000000,144.000000000,2.000000000,0.042687223,0.000000000,0.000000000
PN-C01-001-A0073,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,144.000000000,146.000000000,2.000000000,0.042965067,0.000000000,0.000000000
PN-C01-001-A0074,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,146.000000000,148.000000000,2.000000000,0.044128461,0.000000000,0.000000000
PN-C01-001-A0075,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,148.000000000,150.000000000,2.000000000,0.044221007,0.000000000,0.000000000
PN-C01-001-A0076,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,150.000000000,152.000000000,2.000000000,0.044171835,0.000000000,0.000000000
PN-C01-001-A0077,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,152.000000000,154.000000000,2.000000000,0.046097711,0.000000000,0.000000000
PN-C01-001-A0078,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,154.000000000,156.000000000,2.000000000,0.044430961,0.000000000,0.000000000
PN-C01-001-A0079,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,156.000000000,158.000000000,2.000000000,0.044389407,0.000000000,0.000000000
PN-C01-001-A0080,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,158.000000000,160.000000000,2.000000000,0.042283620,0.000000000,0.000000000
PN-C01-001-A0081,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,160.000000000,162.000000000,2.000000000,0.047850927,0.000000000,0.000000000
PN-C01-001-A0082,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,162.000000000,164.000000000,2.000000000,0.045527810,0.000000000,0.000000000
PN-C01-001-A0083,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,164.000000000,166.000000000,2.000000000,0.046070975,0.000000000,0.000000000
PN-C01-001-A0084,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,166.000000000,168.000000000,2.000000000,0.047414789,0.000000000,0.000000000
PN-C01-001-A0085,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,168.000000000,170.000000000,2.000000000,0.047085128,0.000000000,0.000000000
PN-C01-001-A0086,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,170.000000000,172.000000000,2.000000000,0.043723008,0.000000000,0.000000000
PN-C01-001-A0087,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,172.000000000,174.000000000,2.000000000,0.048145933,0.000000000,0.000000000
PN-C01-001-A0088,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,174.000000000,176.000000000,2.000000000,0.045416710,0.000000000,0.000000000
PN-C01-001-A0089,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,176.000000000,178.000000000,2.000000000,0.047807753,0.000000000,0.000000000
PN-C01-001-A0090,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,178.000000000,180.000000000,2.000000000,0.043970868,0.000000000,0.000000000
PN-C01-001-A0091,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,180.000000000,182.000000000,2.000000000,0.047267650,0.000000000,0.000000000
PN-C01-001-A0092,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,182.000000000,184.000000000,2.000000000,0.047037042,0.000000000,0.000000000
PN-C01-001-A0093,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,184.000000000,186.000000000,2.000000000,0.049740478,0.000000000,0.000000000
PN-C01-001-A0094,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,186.000000000,188.000000000,2.000000000,0.049718463,0.000000000,0.000000000
PN-C01-001-A0095,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,188.000000000,190.000000000,2.000000000,0.046529166,0.000000000,0.000000000
PN-C01-001-A0096,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,190.000000000,192.000000000,2.000000000,0.046749238,0.000000000,0.000000000
PN-C01-001-A0097,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,192.000000000,194.000000000,2.000000000,0.045984185,0.000000000,0.000000000
PN-C01-001-A0098,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,194.000000000,196.000000000,2.000000000,0.049201958,0.000000000,0.000000000
PN-C01-001-A0099,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,196.000000000,198.000000000,2.000000000,0.046885089,0.000000000,0.000000000
PN-C01-001-A0100,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,198.000000000,200.000000000,2.000000000,0.044231584,0.000000000,0.000000000
PN-C01-001-A0101,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,200.000000000,202.000000000,2.000000000,0.046880854,0.000000000,0.000000000
PN-C01-001-A0102,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,202.000000000,204.000000000,2.000000000,0.046327554,0.000000000,0.000000000
PN-C01-001-A0103,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,204.000000000,206.000000000,2.000000000,0.044850232,0.000000000,0.000000000
PN-C01-001-A0104,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,206.000000000,208.000000000,2.000000000,0.044670324,0.000000000,0.000000000
PN-C01-001-A0105,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,208.000000000,210.000000000,2.000000000,0.045858434,0.000000000,0.000000000
PN-C01-001-A0106,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,210.000000000,212.000000000,2.000000000,0.048939571,0.000000000,0.000000000
PN-C01-001-A0107,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,212.000000000,214.000000000,2.000000000,0.046984083,0.000000000,0.000000000
PN-C01-001-A0108,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,214.000000000,216.000000000,2.000000000,0.049938646,0.000000000,0.000000000
PN-C01-001-A0109,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,216.000000000,218.000000000,2.000000000,0.044068907,0.000000000,0.000000000
PN-C01-001-A0110,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,218.000000000,220.000000000,2.000000000,0.045007524,0.000000000,0.000000000
PN-C01-001-A0111,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,220.000000000,222.000000000,2.000000000,0.044441719,0.000000000,0.000000000
PN-C01-001-A0112,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,222.000000000,224.000000000,2.000000000,0.038240812,0.000000000,0.000000000
PN-C01-001-A0113,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,224.000000000,226.000000000,2.000000000,0.043077578,0.000000000,0.000000000
PN-C01-001-A0114,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,226.000000000,228.000000000,2.000000000,0.042277364,0.000000000,0.000000000
PN-C01-001-A0115,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,228.000000000,230.000000000,2.000000000,0.041103643,0.000000000,0.000000000
PN-C01-001-A0116,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,230.000000000,232.000000000,2.000000000,0.045987381,0.000000000,0.000000000
PN-C01-001-A0117,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,232.000000000,234.000000000,2.000000000,0.047079001,0.000000000,0.000000000
PN-C01-001-A0118,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,234.000000000,236.000000000,2.000000000,0.038830985,0.000000000,0.000000000
PN-C01-001-A0119,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,236.000000000,238.000000000,2.000000000,0.045989876,0.000000000,0.000000000
PN-C01-001-A0120,PN-C01-001,DS02,pampa_norte,CAMPAIGN_01,238.000000000,238.000546140,0.000546140,0.044828311,0.000000000,0.000000000
PN-C01-002-A0001,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,0.000000000,2.000000000,2.000000000,0.030727199,0.000000000,0.000000000
PN-C01-002-A0002,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,2.000000000,4.000000000,2.000000000,0.026585075,0.000000000,0.000000000
PN-C01-002-A0003,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,4.000000000,6.000000000,2.000000000,0.031318777,0.000000000,0.000000000
PN-C01-002-A0004,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,6.000000000,8.000000000,2.000000000,0.024963180,0.000000000,0.000000000
PN-C01-002-A0005,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,8.000000000,10.000000000,2.000000000,0.029566939,0.000000000,0.000000000
PN-C01-002-A0006,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,10.000000000,12.000000000,2.000000000,0.026285473,0.000000000,0.000000000
PN-C01-002-A0007,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,12.000000000,14.000000000,2.000000000,0.032007033,0.000000000,0.000000000
PN-C01-002-A0008,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,14.000000000,16.000000000,2.000000000,0.028538741,0.000000000,0.000000000
PN-C01-002-A0009,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,16.000000000,18.000000000,2.000000000,0.027139486,0.000000000,0.000000000
PN-C01-002-A0010,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,18.000000000,20.000000000,2.000000000,0.032533138,0.000000000,0.000000000
PN-C01-002-A0011,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,20.000000000,22.000000000,2.000000000,0.030801376,0.000000000,0.000000000
PN-C01-002-A0012,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,22.000000000,24.000000000,2.000000000,0.031007467,0.000000000,0.000000000
PN-C01-002-A0013,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,24.000000000,26.000000000,2.000000000,0.031275915,0.000000000,0.000000000
PN-C01-002-A0014,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,26.000000000,28.000000000,2.000000000,0.033354773,0.000000000,0.000000000
PN-C01-002-A0015,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,28.000000000,30.000000000,2.000000000,0.031465468,0.000000000,0.000000000
PN-C01-002-A0016,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,30.000000000,32.000000000,2.000000000,0.031919412,0.000000000,0.000000000
PN-C01-002-A0017,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,32.000000000,34.000000000,2.000000000,0.032140544,0.000000000,0.000000000
PN-C01-002-A0018,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,34.000000000,36.000000000,2.000000000,0.035026196,0.000000000,0.000000000
PN-C01-002-A0019,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,36.000000000,38.000000000,2.000000000,0.032621582,0.000000000,0.000000000
PN-C01-002-A0020,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,38.000000000,40.000000000,2.000000000,0.037775528,0.000000000,0.000000000
PN-C01-002-A0021,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,40.000000000,42.000000000,2.000000000,0.033442205,0.000000000,0.000000000
PN-C01-002-A0022,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,42.000000000,44.000000000,2.000000000,0.033600152,0.000000000,0.000000000
PN-C01-002-A0023,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,44.000000000,46.000000000,2.000000000,0.036957307,0.000000000,0.000000000
PN-C01-002-A0024,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,46.000000000,48.000000000,2.000000000,0.038846918,0.000000000,0.000000000
PN-C01-002-A0025,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,48.000000000,50.000000000,2.000000000,0.039120284,0.000000000,0.000000000
PN-C01-002-A0026,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,50.000000000,52.000000000,2.000000000,0.038950384,0.000000000,0.000000000
PN-C01-002-A0027,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,52.000000000,54.000000000,2.000000000,0.042834511,0.000000000,0.000000000
PN-C01-002-A0028,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,54.000000000,56.000000000,2.000000000,0.036078248,0.000000000,0.000000000
PN-C01-002-A0029,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,56.000000000,58.000000000,2.000000000,0.043216757,0.000000000,0.000000000
PN-C01-002-A0030,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,58.000000000,60.000000000,2.000000000,0.042800889,0.000000000,0.000000000
PN-C01-002-A0031,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,60.000000000,62.000000000,2.000000000,0.040626254,0.000000000,0.000000000
PN-C01-002-A0032,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,62.000000000,64.000000000,2.000000000,0.045873832,0.000000000,0.000000000
PN-C01-002-A0033,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,64.000000000,66.000000000,2.000000000,0.043964631,0.000000000,0.000000000
PN-C01-002-A0034,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,66.000000000,68.000000000,2.000000000,0.043765102,0.000000000,0.000000000
PN-C01-002-A0035,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,68.000000000,70.000000000,2.000000000,0.039104015,0.000000000,0.000000000
PN-C01-002-A0036,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,70.000000000,72.000000000,2.000000000,0.043326988,0.000000000,0.000000000
PN-C01-002-A0037,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,72.000000000,74.000000000,2.000000000,0.044110546,0.000000000,0.000000000
PN-C01-002-A0038,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,74.000000000,76.000000000,2.000000000,0.050477466,0.000000000,0.000000000
PN-C01-002-A0039,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,76.000000000,78.000000000,2.000000000,0.045379471,0.000000000,0.000000000
PN-C01-002-A0040,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,78.000000000,80.000000000,2.000000000,0.046036604,0.000000000,0.000000000
PN-C01-002-A0041,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,80.000000000,82.000000000,2.000000000,0.045609460,0.000000000,0.000000000
PN-C01-002-A0042,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,82.000000000,84.000000000,2.000000000,0.054339392,0.000000000,0.000000000
PN-C01-002-A0043,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,84.000000000,86.000000000,2.000000000,0.051486479,0.000000000,0.000000000
PN-C01-002-A0044,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,86.000000000,88.000000000,2.000000000,0.058508112,0.000000000,0.000000000
PN-C01-002-A0045,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,88.000000000,90.000000000,2.000000000,0.049007019,0.000000000,0.000000000
PN-C01-002-A0046,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,90.000000000,92.000000000,2.000000000,0.057345565,0.000000000,0.000000000
PN-C01-002-A0047,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,92.000000000,94.000000000,2.000000000,0.050206618,0.000000000,0.000000000
PN-C01-002-A0048,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,94.000000000,96.000000000,2.000000000,0.058754200,0.000000000,0.000000000
PN-C01-002-A0049,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,96.000000000,98.000000000,2.000000000,0.056353630,0.000000000,0.000000000
PN-C01-002-A0050,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,98.000000000,100.000000000,2.000000000,0.057418623,0.000000000,0.000000000
PN-C01-002-A0051,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,100.000000000,102.000000000,2.000000000,0.057140461,0.000000000,0.000000000
PN-C01-002-A0052,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,102.000000000,104.000000000,2.000000000,0.059572252,0.000000000,0.000000000
PN-C01-002-A0053,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,104.000000000,106.000000000,2.000000000,0.061378871,0.000000000,0.000000000
PN-C01-002-A0054,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,106.000000000,108.000000000,2.000000000,0.057426214,0.000000000,0.000000000
PN-C01-002-A0055,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,108.000000000,110.000000000,2.000000000,0.063827829,0.000000000,0.000000000
PN-C01-002-A0056,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,110.000000000,112.000000000,2.000000000,0.066060810,0.000000000,0.000000000
PN-C01-002-A0057,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,112.000000000,114.000000000,2.000000000,0.063166763,0.000000000,0.000000000
PN-C01-002-A0058,PN-C01-002,DS02,pampa_norte,CAMPAIGN_01,114.000000000,116.000000000,2.000000000,0.065051842,0.000000000,0.000000000
