hole_id,dataset_id,project_id,campaign_id,depth_m,azimuth_deg,dip_deg
PN-C01-015,DS02,pampa_norte,CAMPAIGN_01,60.000000000,193.434948823,-84.000000000
PN-C01-015,DS02,pampa_norte,CAMPAIGN_01,120.000000000,193.434948823,-84.000000000
PN-C01-015,DS02,pampa_norte,CAMPAIGN_01,180.000000000,193.434948823,-84.000000000
PN-C01-015,DS02,pampa_norte,CAMPAIGN_01,220.000000000,193.434948823,-84.000000000
PN-C01-016,DS02,pampa_norte,CAMPAIGN_01,0.000000000,219.999999997,-84.000000000
PN-C01-016,DS02,pampa_norte,CAMPAIGN_01,60.000000000,219.999999997,-84.000000000
PN-C01-016,DS02,pampa_norte,CAMPAIGN_01,120.000000000,219.999999997,-84.000000000
PN-C01-016,DS02,pampa_norte,CAMPAIGN_01,180.000000000,219.999999997,-84.000000000
PN-C01-016,DS02,pampa_norte,CAMPAIGN_01,240.000000000,219.999999997,-84.000000000
PN-C01-016,DS02,pampa_norte,CAMPAIGN_01,300.000000000,219.999999997,-84.000000000
PN-C01-016,DS02,pampa_norte,CAMPAIGN_01,303.638991235,219.999999997,-84.000000000
PN-C02-001,DS02,pampa_norte,CAMPAIGN_02,0.000000000,48.130102354,-59.268000413
PN-C02-001,DS02,pampa_norte,CAMPAIGN_02,50.000000000,48.130102354,-59.268000413
PN-C02-001,DS02,pampa_norte,CAMPAIGN_02,100.000000000,48.130102354,-59.268000413
PN-C02-001,DS02,pampa_norte,CAMPAIGN_02,150.000000000,48.130102354,-59.268000413
PN-C02-001,DS02,pampa_norte,CAMPAIGN_02,200.000000000,48.130102354,-59.268000413
PN-C02-001,DS02,pampa_norte,CAMPAIGN_02,245.793736795,48.130102354,-59.268000413
PN-C02-002,DS02,pampa_norte,CAMPAIGN_02,0.000000000,28.690067526,-71.155114854
PN-C02-002,DS02,pampa_norte,CAMPAIGN_02,50.000000000,28.690067526,-71.155114854
PN-C02-002,DS02,pampa_norte,CAMPAIGN_02,100.000000000,28.690067526,-71.155114854
PN-C02-002,DS02,pampa_norte,CAMPAIGN_02,150.000000000,28.690067526,-71.155114854
PN-C02-002,DS02,pampa_norte,CAMPAIGN_02,200.000000000,28.690067526,-71.155114854
PN-C02-002,DS02,pampa_norte,CAMPAIGN_02,250.000000000,28.690067526,-71.155114854
PN-C02-002,DS02,pampa_norte,CAMPAIGN_02,272.667751401,28.690067526,-71.155114854
PN-C02-003,DS02,pampa_norte,CAMPAIGN_02,0.000000000,355.000000000,-76.623247170
PN-C02-003,DS02,pampa_norte,CAMPAIGN_02,50.000000000,355.000000000,-76.623247170
PN-C02-003,DS02,pampa_norte,CAMPAIGN_02,100.000000000,355.000000000,-76.623247170
PN-C02-003,DS02,pampa_norte,CAMPAIGN_02,150.000000000,355.000000000,-76.623247170
PN-C02-003,DS02,pampa_norte,CAMPAIGN_02,200.000000000,355.000000000,-76.623247170
PN-C02-003,DS02,pampa_norte,CAMPAIGN_02,250.000000000,355.000000000,-76.623247170
PN-C02-003,DS02,pampa_norte,CAMPAIGN_02,300.000000000,355.000000000,-76.623247170
PN-C02-003,DS02,pampa_norte,CAMPAIGN_02,307.860139207,355.000000000,-76.623247170
PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,0.000000000,321.309932474,-77.901479234
PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,50.000000000,321.309932474,-77.901479234
PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,100.000000000,321.309932474,-77.901479234
PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,150.000000000,321.309932474,-77.901479234
PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,200.000000000,321.309932474,-77.901479234
PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,250.000000000,321.309932474,-77.901479234
PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,300.000000000,321.309932474,-77.901479234
PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,350.000000000,321.309932474,-77.901479234
PN-C02-004,DS02,pampa_norte,CAMPAIGN_02,390.450816067,321.309932474,-77.901479234
PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,0.000000000,301.869897646,-76.032559597
PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,50.000000000,301.869897646,-76.032559597
PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,100.000000000,301.869897646,-76.032559597
PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,150.000000000,301.869897646,-76.032559597
PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,200.000000000,301.869897646,-76.032559597
PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,250.000000000,301.869897646,-76.032559597
PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,300.000000000,301.869897646,-76.032559597
PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,350.000000000,301.869897646,-76.032559597
PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,400.000000000,301.869897646,-76.032559597
PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,450.000000000,301.869897646,-76.032559597
PN-C02-005,DS02,pampa_norte,CAMPAIGN_02,458.943374745,301.869897646,-76.032559597
PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,0.000000000,291.565051177,-70.626300249
PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,50.000000000,291.565051177,-70.626300249
PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,100.000000000,291.565051177,-70.626300249
PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,150.000000000,291.565051177,-70.626300249
PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,200.000000000,291.565051177,-70.626300249
PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,250.000000000,291.565051177,-70.626300249
PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,300.000000000,291.565051177,-70.626300249
PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,350.000000000,291.565051177,-70.626300249
PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,400.000000000,291.565051177,-70.626300249
PN-C02-006,DS02,pampa_norte,CAMPAIGN_02,449.328860217,291.565051177,-70.626300249
PN-C02-007,DS02,pampa_norte,CAMPAIGN_02,0.000000000,70.963756532,-58.654608656
PN-C02-007,DS02,pampa_norte,CAMPAIGN_02,50.000000000,70.963756532,-58.654608656
PN-C02-007,DS02,pampa_norte,CAMPAIGN_02,100.000000000,70.963756532,-58.654608656
PN-C02-007,DS02,pampa_norte,CAMPAIGN_02,150.000000000,70.963756532,-58.654608656
PN-C02-007,DS02,pampa_norte,CAMPAIGN_02,200.000000000,70.963756532,-58.654608656
PN-C02-007,DS02,pampa_norte,CAMPAIGN_02,220.000000000,70.963756532,-58.654608656
PN-C02-008,DS02,pampa_norte,CAMPAIGN_02,0.000000000,58.434948823,-75.282550015
PN-C02-008,DS02,pampa_norte,CAMPAIGN_02,50.000000000,58.434948823,-75.282550015
PN-C02-008,DS02,pampa_norte,CAMPAIGN_02,100.000000000,58.434948823,-75.282550015
PN-C02-008,DS02,pampa_norte,CAMPAIGN_02,150.000000000,58.434948823,-75.282550015
PN-C02-008,DS02,pampa_norte,CAMPAIGN_02,200.000000000,58.434948823,-75.282550015
PN-C02-008,DS02,pampa_norte,CAMPAIGN_02,226.631145192,58.434948823,-75.282550015
PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,0.000000000,355.000000000,-84.841448220
PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,50.000000000,355.000000000,-84.841448220
PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,100.000000000,355.000000000,-84.841448220
PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,150.000000000,355.000000000,-84.841448220
PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,200.000000000,355.000000000,-84.841448220
PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,250.000000000,355.000000000,-84.841448220
PN-C02-009,DS02,pampa_norte,CAMPAIGN_02,271.878422163,355.000000000,-84.841448220
PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,0.000000000,291.565051178,-81.085981757
PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,50.000000000,291.565051178,-81.085981757
PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,100.000000000,291.565051178,-81.085981757
PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,150.000000000,291.565051178,-81.085981757
PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,200.000000000,291.565051178,-81.085981757
PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,250.000000000,291.565051178,-81.085981757
PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,300.000000000,291.565051178,-81.085981757
PN-C02-010,DS02,pampa_norte,CAMPAIGN_02,336.398738448,291.565051178,-81.085981757
PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,0.000000000,279.036243468,-75.980411040
PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,50.000000000,279.036243468,-75.980411040
PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,100.000000000,279.036243468,-75.980411040
PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,150.000000000,279.036243468,-75.980411040
PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,200.000000000,279.036243468,-75.980411040
PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,250.000000000,279.036243468,-75.980411040
PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,300.000000000,279.036243468,-75.980411040
PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,350.000000000,279.036243468,-75.980411040
PN-C02-011,DS02,pampa_norte,CAMPAIGN_02,386.885899068,279.036243468,-75.980411040
PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,0.000000000,274.462322208,-70.872217473
PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,50.000000000,274.462322208,-70.872217473
PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,100.000000000,274.462322208,-70.872217473
PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,150.000000000,274.462322208,-70.872217473
PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,200.000000000,274.462322208,-70.872217473
PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,250.000000000,274.462322208,-70.872217473
PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,300.000000000,274.462322208,-70.872217473
PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,350.000000000,274.462322208,-70.872217473
PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,400.000000000,274.462322208,-70.872217473
PN-C02-012,DS02,pampa_norte,CAMPAIGN_02,416.985151629,274.462322208,-70.872217473
PN-C02-013,DS02,pampa_norte,CAMPAIGN_02,0.000000000,99.036243468,-56.614279719
PN-C02-013,DS02,pampa_norte,CAMPAIGN_02,50.000000000,99.036243468,-56.614279719
PN-C02-013,DS02,pampa_norte,CAMPAIGN_02,100.000000000,99.036243468,-56.614279719
PN-C02-013,DS02,pampa_norte,CAMPAIGN_02,150.000000000,99.036243468,-56.614279719
PN-C02-013,DS02,pampa_norte,CAMPAIGN_02,200.000000000,99.036243468,-56.614279719
PN-C02-013,DS02,pampa_norte,CAMPAIGN_02,220.000000000,99.036243468,-56.614279719
PN-C02-014,DS02,pampa_norte,CAMPAIGN_02,0.000000000,111.565051178,-73.584126936
PN-C02-014,DS02,pampa_norte,CAMPAIGN_02,50.000000000,111.565051178,-73.584126936
PN-C02-014,DS02,pampa_norte,CAMPAIGN_02,100.000000000,111.565051178,-73.584126936
PN-C02-014,DS02,pampa_norte,CAMPAIGN_02,150.000000000,111.565051178,-73.584126936
PN-C02-014,DS02,pampa_norte,CAMPAIGN_02,200.000000000,111.565051178,-73.584126936
PN-C02-014,DS02,pampa_norte,CAMPAIGN_02,220.000000000,111.565051178,-73.584126936
PN-C02-015,DS02,pampa_norte,CAMPAIGN_02,0.000000000,175.000000000,-83.748145803
PN-C02-015,DS02,pampa_norte,CAMPAIGN_02,50.000000000,175.000000000,-83.748145803
PN-C02-015,DS02,pampa_norte,CAMPAIGN_02,100.000000000,175.000000000,-83.748145803
PN-C02-015,DS02,pampa_norte,CAMPAIGN_02,150.000000000,175.000000000,-83.748145803
PN-C02-015,DS02,pampa_norte,CAMPAIGN_02,200.000000000,175.000000000,-83.748145803
PN-C02-015,DS02,pampa_norte,CAMPAIGN_02,234.064932357,175.000000000,-83.748145803
PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,0.000000000,238.434948823,-77.935042499
PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,50.000000000,238.434948823,-77.935042499
PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,100.000000000,238.434948823,-77.935042499
PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,150.000000000,238.434948823,-77.935042499
PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,200.000000000,238.434948823,-77.935042499
PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,250.000000000,238.434948823,-77.935042499
PN-C02-016,DS02,pampa_norte,CAMPAIGN_02,263.607885757,238.434948823,-77.935042499
PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,0.000000000,250.963756532,-72.691395130
PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,50.000000000,250.963756532,-72.691395130
PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,100.000000000,250.963756532,-72.691395130
PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,150.000000000,250.963756532,-72.691395130
PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,200.000000000,250.963756532,-72.691395130
PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,250.000000000,250.963756532,-72.691395130
PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,300.000000000,250.963756532,-72.691395130
PN-C02-017,DS02,pampa_norte,CAMPAIGN_02,325.237395636,250.963756532,-72.691395130
PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,0.000000000,255.537677792,-71.178607971
PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,50.000000000,255.537677792,-71.178607971
PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,100.000000000,255.537677792,-71.178607971
PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,150.000000000,255.537677792,-71.178607971
PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,200.000000000,255.537677792,-71.178607971
PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,250.000000000,255.537677792,-71.178607971
PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,300.000000000,255.537677792,-71.178607971
PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,350.000000000,255.537677792,-71.178607971
PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,400.000000000,255.537677792,-71.178607971
PN-C02-018,DS02,pampa_norte,CAMPAIGN_02,422.659149213,255.537677792,-71.178607971
PN-C02-019,DS02,pampa_norte,CAMPAIGN_02,0.000000000,121.869897646,-48.000000000
PN-C02-019,DS02,pampa_norte,CAMPAIGN_02,50.000000000,121.869897646,-48.000000000
PN-C02-019,DS02,pampa_norte,CAMPAIGN_02,100.000000000,121.869897646,-48.000000000
PN-C02-019,DS02,pampa_norte,CAMPAIGN_02,150.000000000,121.869897646,-48.000000000
PN-C02-019,DS02,pampa_norte,CAMPAIGN_02,200.000000000,121.869897646,-48.000000000
PN-C02-019,DS02,pampa_norte,CAMPAIGN_02,220.000000000,121.869897646,-48.000000000
PN-C02-020,DS02,pampa_norte,CAMPAIGN_02,0.000000000,141.309932474,-60.446675977
PN-C02-020,DS02,pampa_norte,CAMPAIGN_02,50.000000000,141.309932474,-60.446675977
PN-C02-020,DS02,pampa_norte,CAMPAIGN_02,100.000000000,141.309932474,-60.446675977
PN-C02-020,DS02,pampa_norte,CAMPAIGN_02,150.000000000,141.309932474,-60.446675977
PN-C02-020,DS02,pampa_norte,CAMPAIGN_02,200.000000000,141.309932474,-60.446675977
PN-C02-020,DS02,pampa_norte,CAMPAIGN_02,220.000000000,141.309932474,-60.446675977
PN-C02-021,DS02,pampa_norte,CAMPAIGN_02,0.000000000,175.000000000,-65.438118172
PN-C02-021,DS02,pampa_norte,CAMPAIGN_02,50.000000000,175.000000000,-65.438118172
PN-C02-021,DS02,pampa_norte,CAMPAIGN_02,100.000000000,175.000000000,-65.438118172
PN-C02-021,DS02,pampa_norte,CAMPAIGN_02,150.000000000,175.000000000,-65.438118172
PN-C02-021,DS02,pampa_norte,CAMPAIGN_02,200.000000000,175.000000000,-65.438118172
PN-C02-021,DS02,pampa_norte,CAMPAIGN_02,220.000000000,175.000000000,-65.438118172
PN-C02-022,DS02,pampa_norte,CAMPAIGN_02,0.000000000,208.690067526,-67.290617360
PN-C02-022,DS02,pampa_norte,CAMPAIGN_02,50.000000000,208.690067526,-67.290617360
PN-C02-022,DS02,pampa_norte,CAMPAIGN_02,100.000000000,208.690067526,-67.290617360
PN-C02-022,DS02,pampa_norte,CAMPAIGN_02,150.000000000,208.690067526,-67.290617360
PN-C02-022,DS02,pampa_norte,CAMPAIGN_02,200.000000000,208.690067526,-67.290617360
PN-C02-022,DS02,pampa_norte,CAMPAIGN_02,237.118779921,208.690067526,-67.290617360
PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,0.000000000,228.130102354,-67.722860317
PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,50.000000000,228.130102354,-67.722860317
PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,100.000000000,228.130102354,-67.722860317
PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,150.000000000,228.130102354,-67.722860317
PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,200.000000000,228.130102354,-67.722860317
PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,250.000000000,228.130102354,-67.722860317
PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,300.000000000,228.130102354,-67.722860317
PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,312.196909002,228.130102354,-67.722860317
PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,0.000000000,238.434948823,-66.988694014
PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,50.000000000,238.434948823,-66.988694014
PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,100.000000000,238.434948823,-66.988694014
PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,150.000000000,238.434948823,-66.988694014
PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,200.000000000,238.434948823,-66.988694014
PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,250.000000000,238.434948823,-66.988694014
PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,300.000000000,238.434948823,-66.988694014
PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,350.000000000,238.434948823,-66.988694014
PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,389.627031185,238.434948823,-66.988694014
PN-C02-025,DS02,pampa_norte,CAMPAIGN_02,0.000000000,136.340191746,-48.000000000
